polygon_id,rentdemand1,rentdemand2,rent_act,newconstr_type,newconstr_amt,homebuy,homebuild,desirability,notes,source,date,no193,name,sec_grade,area_num,desc_terrain,favor_influences,detr_influences,inhab_type,fam_income,predom_eth,pct_predom_eth,black,pct_black,infiltration,relief_fam,pop_inc,pop_dec,data5_g_3,build_type,build_constr,build_age,build_repair,price1929,lowrent_predom,lowrent_pct,yr_current,currentprice,currentprice_predom,currentprice_pct,currentrent,currentrent_predom,currentrent_pct,peakprice,price1929_predom,peakprice_rel1929,peakrent,peakrent_rel1929,rent1929,rent1929_predom,yr_low,lowprice,data7__60,lowprice_predom,lowprice_pct,lowrent,pct_landocc,pct_homeocc,pct_homeown,salesdemand1,salesdemand2,sales_act
6639,slight,one & 2-family,fair,single,mediocre,limited,limited,static,"The area is settled at present principally by Jewish people of the better class, merchants, doctors etc.  It is expected that a synagogue will be erected within or near the area which will even further stabilize it as a Jewish neighborhood.","Wm. Watson, Wm. Milnes",April,7,Haverhill,Blue,B-1,"Nearly level, but ground ascends eastward from Main Street which is the western limit of the area.","Good bus transportation up Main Street, and along Lawrence Street.  Convenient to schools, churches.  In restricted zone.",Streets in poor condition,small business & executives,"3,000",,,no,,Hebrew,doubtful if any,,,,single and 2-family,frame stucco,20-25 years,good,"5,000-18,000",40,80,,"5,000-12,000","6,800",80,35-50,45,90,1923,"8,500",110,1924,115,40-55,50,1933,"4,000-10,000",,"6,375",75,35-50,90,95,80,fair,"$5,000 single",fair
6640,poor,5-room singles,poor,,none,none,none,slowly downward,This section was built up many years ago.  It is located along the side of a steep hill.  Houses are generally run down.  Many houses have been razed and the city has been obliged to take over the land.  Banks will not consider lending in this territory.,William Watson,April,7,Haverhill,D,D6,Slopes steeply northward,"All utilities available.  Bus service, near schools and High School, churches and stores.","Encroaching business area, general poor condition of area, poor streets, lack of zoning restrictions.",workers & laborers,850,,,no,,,quite a few,,,,singles & 2-family,frame,50 years,poor,"1500-4,000",15,75,,"500-2,000",1500,60,10-28,16,80,1923,2500,200,1924,150,15-30,20,1934,"500-2,000",,1500,60,10-25,90,80,50,none,,none
6641,none,,none,,,none,none,static,"This area was a land development of some years ago.  Along the main road some good cottages were built but back from the road, houses are jerry built, and while all are occupied, they are not desirable.  Some demand from the worker who wants to own a small place, but never will be active in real estate market.",William Watson,April,7,Haverhill,C,C10,Very hilly,"Gas and electricity, water is in part of area.  Bus service along Amesbury Road.","Not restrictive zoning.  Terrain is bad.  Roads back of Main road very bad.  Lack of water in parts of aera.  Distance from city, schools, stores, churches.",factory workers & laborers,"1,000",mixed,25,no,,,few,,,,6-room singles,frame,15,fair,1000-4000,18,61,,250-2500,2000,80,12-28,20,80,1923,2500,110,1923,130,15 to 30,25,1934,250-2000,,1500,60,10-25,50,90,90,poor,,none
6642,poor,,poor,,none,none,none,slowly downward,One of the poor areas of the city.  Has been taken over by foreign element.  Property generally has little care.  It is an area the banks feel quite discouraged about due to poor collections and inability to dispose of acquisitions.,"William Watson, Ivan, Hall, Treas. Pentucket Svgs Bk",April,7,Haverhill,D,D2,"Low nearly level, with very slight slope back from Little River","Near factories, schools, churches","Railroad, Little River, cemetry in northern part, very old section marked by dilapidation",low class factory workers,700-1000,"Greek, Poles, French",,no,,,many,,,,1 & 2 family,frame,40-50 family,poor - some dilapidated,1500-3000,16,75,,500-1500,1000,40,10-20,16,75,1900,2500,300,1910,150,15-25,20,1934,500-1500,,1000,40,10-20,90,90,70,poor,,poor
6643,good,singles,good,singles,mediocre,limited,limited,May improve along Mill Street,"Seven houses planned to be built along Mill Street, near Berkley on part of Jones estate.  Construction begun on one of them.  This is the best street in the area.  Large houses are well maintained and owner occupied.  Elsewhere in the are are large old singles, some having been remodeled into 2-family houses.","Wm. Watson, Wm. Milnes",April,7,Haverhill,B,B2,High end rolling with slope to south and east at south end of area.  It is known as the Highlands.,"Area is near schools, stores.  Has bus service along Arlington and Kenoza Streets.",Some streets in bad repair,"executive, professional and business","2,700",,,no,,Hebrew,few if any,yes,,,singles-few 2 family,frame,35 years,good,"5,000-22,000",35,87,,"4,500-12,000","7,000",81,30-40,35,87,23,"8,500",120,24,110,$35-45,40,1933,"4,000-12,000",,"6,500",76,30-40,90,90,75,fair,"5,00 singles",fair
6644,none,-,none,-,none,none,none,static,Not a very old section but comprised of small cheaply built houses. Poor planning in that houses are scattered about with no set-back and no uniformity of style. Not likely to be any development here for many years. This was originially one of many similar small cheap land developments.,William Watson,April,7,Haverhill,D,D8,"Hilly, very high in center of area.",Good view of river and surrounding country.,"Roads within area unpaved and in terrible condition.  Impassable in wet weather.  Distant from town, stores, churches, schools.  Poor planning.  No residential zoning restriction",laboring class,700,,,no,,,probably one or two,,,,small singles,frame,15 years,all varieties of condition,750-2500,,,,500-2000,1600,80,,,,1924,2000,100,-,-,,,1934,500-2000,,1600,80,practically none in area,20,95,95,none,-,none
6645,none,,,,none,none,none,down,"Main thorofare to Lawrence running through the area; is all zoned for business and indsutrial usage although there has been little development in this direction.  Area is built up of small cheap singles.  Poor planning a characteristic, and no pride of ownership.","Ivan Hall, Treas., Pentucket Svgs Bank, William Watson",April,7,Haverhill,D,D1,"Flat, low, intervale land along the river at eastern end of the city known as ""Bradley's Brook"" section.",None,"Low, subject to floods.  In 1936 it was 4 to 5 feet under water",mixed foreign descent,"700-1,000",,,no,,,many,,,,small singles,frame,25,fair to poor,"500-2,000",,,,"400-1,500",600,85,,,,1924,700,100,,,,,1933,"400-1,500",,600,85,none,50,95,95,poor,,poor
6646,poor,singles,poor,frame,one or two,none,none,down,"Many old houses are remodeled to 2 and 3-family dwellings.  The southwestern section along the river is occupied by Polish, Lithuanians and Italians.  French have concentrated about LaFayette Square and westward a little way.  Houses in some parts are well kept up but area is ""spotty""","William Watson, William Milnes",April,7,Haverhill,C,C4,"Largely level but near the thickly populated section, called Silver Hill are steep slopes.","Water, gas and electricity in most of the area.  Bus service is perhaps adequate, but no better than that; south part of area near schools and churches","Poor roads, lack of zoning restrictions, old, ""wrong side of railroad tracks""",mechanics and workers,850,"French at east Italians, south",60,no,,Polish etc,many,,,,"6-7 room singles, 2-3 family",frame,30,fair,1000-6500,20,80,,500-4000,1500,60,10-30,20,80,,2500,,,,15-40,25,1934,500-4000,,1500,60,10-30,40,60,30,poor,"$2,000 singles",poor
6647,poor,,poor,,none,none,none,downward,"Mr. Watson recently sold 2 houses in this area, one for $500 and one for $1200.  A considerable portion of the Irish population of city may be found in this area.  In common with the southern section of C5, this area has long been known as the ""acre""",Wm. Watson,April,7,Haverhill,D,D3,Level and sloping,All utilties.  Near center of industrial district,"Absence of zoning, low grade population.  An old and run down section.  Streets are among worst in Haverhill.",workers & laborers,750,Irish and mixed,,no,,,,,,,singles 2 & 3 deckers,frame,50 years,poor,1500-3500,16,75,,500-1500,1000,40,10-20,16,75,1900,2500,300,1910,150,15-25,20,1934,500-1500,,1000,40,10-20,85,90,70,poor,,poor
6648,poor,5-6 room singles,poor,,none,limited,limited,slowly downward,"The portion nearest retail area is comprised of all sorts of old type houses, neglected, and inhabited by poorer class people.  Three most recent sales were: a six room cottage $600, a seven room cottage $500; a two family house $800.  Houses in the northern part are much better.  This section is populated largely by Irish, and has long been known as the ""Acre"", this terminology referring in general to the south portion of the area - both native and foreign born Irish.",William Watson,April,7,Haverhill,C,C5,High and level - some rolling ground in the northeast portion.,"West of Newton and South of Gile Streets, the area is zoned for restricted residential usage.  A large part of the area is serviced by public utilities; schools, churches quite convenient.","Many streets in poor condition.  Western portion zoned ""general residential"" South part is old and buildings in poor condition.  Outlying districts wont be needed for development in years.","workers, laborers",850,Irish & various,20,no,,Greek,quite a few,very slightly,,,singles and 2-family,frame,50 years,fair to poor,2500-4500,28,80,,500-3000,2100,60,10-35,30,83,1923,3500,110,1924,120,15-40,35,1934,500-2500,,2100,60,10-35,40,90,50,poor,"1,000-2500 singles",poor
6649,fair,singles,fair,,none,limited,limited,static,Tyler Park is least desirable street in area.  Area may improve if city grows.  Just now is rather far out from the business section but is well thought of by Haverhill workers wanting a home outside.,"William Watson, William Milnes",April,7,Haverhill,Blue,B-3,High and slightly rolling,"All conveniences - utilties, near bus line.  Is northernmost part of city in restricted zone.","Distance from center of city - stores, churches.  Poor condition of streets.",small business men,"2,500",,,no,,,none,slowly,,,6 & 7 room singles,frame,20 years,good,"4,000-8,500",30,75,,"3,500-6,500","4,250",85,35-45,35,87,1923,"5,000",110,1923,110,30-50,40,1934,"3,500-6,500",,"4,250",85,25-40,85,85,80,poor,"$4,000 singles",poor
6650,fair,singles & 2-family,poor,,none,limited,limited,slowly downward,This is a part of the city formerly occupied by the better class.  Some large old single houses have been converted into multiples and rooming houses.  The average place is fairly well cared for.  Some Hebrews have come in along Highland Ave.,"Wm. Watson, Wm. Milnes",April,7,Haverhill,C,C6,"Northern portion is high and comparatively level.  Below Arlington Street it slopes southward and from Summer Street south, the slope is very steep into the red area.","Churches and schools in area, and at corner of Summer and Main Streets is the Haverhill High School.",Concentration of Negroes along Ashland Street.  Large garage on Ashland Street.,small business & clerks,"1,600",,,yes,2,Hebrew,a few,,,,Old singles & 2-family houses; apartments,frame - few brick,40-50 years,fair to good,"5,000-40,000",32,80,,"4,000-30,000","5,000",62,25-55,32,80,1923,"8,000",110,1924,110,30-70,40,1934,"4,000-30,000",,"5,000",62,25-55,50,90,50,poor,"5,000 singles & 2-family",poor
6652,fair,singles,fair,,none,limited*,limited*,,"*On the north side of Water street and Lincoln Ave., Banks lend conservatively.  On the river side of those streets it is difficult because of flooded areas.  This section is in fair demand by shoe workers and laborers.  Some few places are well cared for but the average is low.","William Watson, William Milnes",April,7,Haverhill,C,C3,Generally flat but slightly rolling in places.  Known as Riverside,"Scenic features fairly good.  Park and playgrounds. Bus transportation fairly good.  School, stores, churches",Distance from manfacturing and shopping centers.  Was generally under water south of Groveland Ave. during flood of 1936.  Only general residential restrictions.,mechanics and workers,"1,500",,,no,,,few,,,,"1 & 2 family, 5 & 6 cottages",frame,25 years,fair to good,"2,000-4500",25,83,,"1,500-3,000",2500,75,15-35,28,93,1923,3500,120,1924,115,18-40,30,1934,"1,500-3,000",,2250,64,15-30,60,90,75,poor,"$2,500 singles",poor
6653,fair,singles & 5-6 room apts in good condition,poor,,1 single,limited,limited,static,"The area is a part of the section of Haverhill called Bradford.  The older part is west of Pine Street, the more or less undeveloped portion to the eastward.  Houses to a great extent have been converted to 2-family throughout the area.  Character is spotty with a few good streets.  There will probably be no development here for years to come.",William Watson,April,7,Haverhill,C,C2,Level near river with general rise away from the river,"Bus service in most parts.  Restricted residential zone along South Main Street and Salem Streets - rest of the area is general residential zone.  Churches, schools, shopping center in area.",Streets in very bad condition excepting the two main thorofares.  Section is old and southeast portion undeveloped.,mechanics and workers,"1,500",various,20,no,,,quite a few,,,,all types,frame,50 years,fair,"2500-8,000",35,77,,"1500-5,000","3,500",70,20-45,37.5,83,1923,"5,000",120,1924,115,30-60,45,1934,"1500-5,000",,"3,000",60,20-45,60,60,50,poor,,poor
6654,slight,singles in good condition,slight,,one house,limited,limited,static- will be down,"About 20 years ago the area was extensively developed and good types of cottage houses were built containing 6-7-8 rooms.  These houses were well built and sold at that time for about $5,000 average.  The area is not being developed today but is very close to an ""A"" rating.  Fernwood Ave is easily the best street in the neighborhood, being 100% owner occupied, and there have been fewer transfers here than any street in all of Haverhill","Wm. Watson, Wm. Milnes",April,7,Haverhill,B,B4,"Across the river in Bradford, this area is slightly rolling with the highest portion near the center.",Stores and churches convenient and a small shopping center on the Bradford side of the  river.  Entire area in restricted residential zone.  Bradford Jr. College in area.,Slight infiltration of foreign element,Business men & skilled workers,"2,400",,,no,,mixed,very few,,,,1 and 2-family,frame,20-25 years,good,$4500-7500,40,88,,3000,5000,91,40-50,40,88,1922,5500,110,1922,110,40-55,45,1934,3000,,4500,82,35-45,90,95,80,none,"$4,000 singles",poor
6655,poor,5-6 room singles,poor,none,none,,,fast deteriorating,"Section East of Main Street and the ends of Fountain and Howard streets nearest Lawrence are best sections of area.  The terrain borders a Green Area but due to the undesirable slope and the sharp decline in values ""across Kenoza Ave."", the classification is given as ""C"".   *$10,000 values apply only to apartment blocks","William Watson, William Milnes",April,7,Haverhill,C,C1,Level and rolling- hilly at the eastern portion,Near schools and business district,Business area encroaching.  Area zoned.  General residential as differentiated from restricted residential.  Buildings in poor condition.  Streets cut up.,"shoe workers, laborers",900,,,no,,,yes,,,,"singles,  doubles & multiples",frame,50 years,generally poor,"$3000-12,000",25,70,,"2500-10,000*","3,500",73,10-38,27,77,1923,"4,500",110,1924,120,15-40,35,1933,"2500-10,000*",,"3,500",73,10-35,80,90,50,poor,"1,000-2500 singles",poor
6656,none,1 & 2 family,fair,$7500 single,mediocre,limited,limited,static,This section of the city has to some extent been taken over by the Jewish people who are the leading shoe manufacturers.  They have brought and built throughout the area.  Homes are good. Pride of ownership apparent and there is a demand among Hebrews for property in this area.  Prices of course have dropped and sales are made only at a fraction of the construction cost.  Lack of mortgage money has slowed down development.  There is a slight demand for lots.,"Wm. Watson, Wm. Milnes",April,7,Haverhill,Green,A-2,The land is both hilly and level in this area which borders the northwestern shore of Lake Pentucket,"Scenic features are good and there is one park nearby.  Transportation is adequate via bus.  Churches, stores and schools are not far away and the area is restrictively zoned.",,business and executive,"2,500",,,no,,Hebrew,none,,,,"6 & 7 room singles, few 2-family",frame,20 years,good,"5000-20,000",$40,80,,"5000-13,000",7500,83,$40-50,$45,90,1923,9000,110,1924,115,$45-65,$50,1933,"4000-12,000",,7000,77,$35-50,70,95,90,fair,$5000 single,good
6657,Poor,5-room single $18.00 to $22.50,Poor,"Over-improvement: $4,500 to $7,000",Two homes; One duplex,Limited,Limited,Static with prospect of upward,"Prospect of improved transportation and favorable development of vacant unplatted track immediately adjoining, which is owned by the University of California, add to possibilities of area. Zoned second residential. In this area, however, are very few duplexes and no apartments. There has been recently completed a duplex at the northeast corner of Jackson and Solano, costing approximately $7,000.00 and a new stucco home at Taylor and Solano, offered for sale at $4,500.00 and rented at $40.00 per month; also another $4,500.00 home on Pierce Street. Local realtors state that these are all over-improvements and the public shows no interest in them at prices indicated. Along Cleveland Street, zoning is for Light Industrial. However, plans are now before City Council to re-zone to second residential","Mrs. Raymond of Raymond & Shafer, Relators, Albany; City of Albany Building Department; Ralph E. Prentice","June 15, ",7,Albany,Low Yellow,C-2,Slightly rolling; generally sloping toward Bay; 200 ft. hill in north center of area,On main highway to San Francisco Bridge. Good view property; low taxes,"Subject to fog and wind; tide marsh odors; distance from shopping centers, schools and street cars. Racial restrictions have expired over entire city of Albany (1932). Infiltration of Negroes and Orientals possibility.","Laborers, artisans, etc.","$1,000 - 1,500",Various,15%,No,-,undesirables: No,Many,slowly,-,,Cheap modern detached cottages,Frame,8 to 10 years,Fair,"1,250 - 3,000",15.00,60%,1937,"1,600 - 2,250","2,000",77%,15.00 - 22.50,18.00,72%,1927,"2,750",102,1927,100+,22.5 - 27.5,25.00,1933,"1,250 - 1,500",,"1,400",51%,12.50 - 17.50,30%,98%,70%,Poor,"5-room single $1,750. to $2,250.",Poor
6658,Fair,"5-room, $35.00",Fair,"5 & 6-rm stucco bungalow $4,500.00 to $5,750.00",75 in 1936,ample,ample,Upward,"This is the fastest growing section of the city of Albany. Many blocks in this area, especially around City Park, could be classified as ""High"" Blue. This is a new district and maintenance of both improvements and grounds is of a high order. Zoned first residential. Many F.H.A. and California Veterans' loans have been made in this area. Most of the new homes built here are between Key Route Boulevard and Evelyn Street. Current predominating values are for homes several years old. The many newly built homes sell at prices considerably higher (on long term F.H.A. loans) than the predominating average. Chas. M. Macgregor, a speculative builder has built many of the homes in this area.","Sutliff Realty & Finance Company; Berkley, City of Albany, Building Department; Ralph E. Prentice","June 15,",7,Albany,Blue,B-2,Level,"Schools, recreation areas, shopping centers and transportation conveniently available. Low taxes",Subject to fogs and wind,Professional and white collar workers,"$2,000 - 3,000",No concentration,,No,-,undesirables: remote,Very few,rapidly,-,,single-family detached,stucco predominant,5 to 10 years,Good,"4,500 - 6,000",32.50,68%,1937,"3,750 - 5,500","4,500",86%,35.00 - 45.00,40.00,84%,1927,"5,250",102,1927,100+,40.00 - 50.00,47.50,1933,"3,000 - 3,750",,"3,400",65%,30.00 - 37.50,65%,93%,90%,Good,"5-room singles $4,500. if new, to $5,000",Good
6659,None,5-room - 35.00,Fair,"6-room $5,500.00","Two homes, avr'g $5,600. incl. lot",ample,ample,Upward,"Eastern section of this area could be graded ""high"" blue. Maintenance of both grounds and improvements is of good order. Zoned first residential (single-family). District known as Solano Terrace.","Sutliff Realty & Finance Company, Berkeley, Building Department Records; Ralph E. Prentice",June 15,7,Berkeley,Blue,B-1,"Undulating and hilly, with sloping tendency toward west","Schools, local shopping centers and transportation conveniently available. Homogeneous area of modern bungalows and two-story homes",None,"Professional, business men, service workers","$2,000 - 3,600",No concentration,,No,-,undersirables: remote,None known,rapidly,-,,single-family detached,stucco predominates,ten years,Good,"4,500 - 6,750",30.00,63%,1937,"3,600 - 4,800","4,500",82%,35.00 - 40.00,40.00,84%,1927,"5,500",102,1927,100+,40.00 - 55.00,47.50,1933,"3,000 - 3,600",,"3,300",60%,30.00 - 35.00,75%,99%,85%,Good,"5-room, $4,000.00",Fair
6660,Good,5-room single $35.00,Fair,"5 & 6-room stucco $4,500 to $5,500",15 in 1936,ample,ample,Stable,"Homogeneous neighborhood; upkeep showing high degree of pride of Ownership. Some blocks in southern part, surrounding the Catholic School, are considerably older, some being as much as twenty years old. Zoned, first residential. Most of the beforementioned new construction occurred in western part of area.","Sutliff Realty & Finance Company, Berkeley, Building Inspection, City of Albany; Ralph E. Prentice",6/15,7,Albany,Low Blue,B-3,"Undulating, with sloping tendency toward west","Schools, local shopping center and transportation conveniently available. Low city taxes.",Practically none,"Professional, white collar and service employees","$1,800 - 2,500",No concentration,,No,-,lower classes: remote,Very few,moderately,-,,single-family detached,stucco predominates,twelve years,Good,"4,000 - 5,500",20.00,67%,1937,"3,000 - 4,500","3,750",79%,30.00 - 40.00,35.00,78%,1927,"4,750",102,1927,100+,35.00 - 50.00,45.00,1933,"2,500 - 3,500",,"3,000",63%,25.00 - 35.00,80%,99%,80%,Good,"5-room single $3,750 if new, $4,500.00",Good
6661,Poor,"6-room, - 45.00",Poor,"6-rooms, $6,500.00","12 homes, 1 duplex",ample,ample,"Upward ten years, then static","(7) Federal Housing and California Veterans' Loan Funds are mostly the source of financing in this area. Long term loans and small monthly payments attract buyers at sale prices, high in proportion to rental values. (10-a) There is little rental activity , since the homes are built to sell, not to rent. District is known as Winfield Place. Is unrestricted as to residential building. Multiple units allowed. However, there was only one duplex built in the area of 1936. A ""spotless town"" neighborhood of home owners, showing high order of maintenance. Were it not for small size and lack of restrictions, this area would be graded ""A"".","Sutliff Realty & Finance Company, Harold W. Jewett, City of Berkeley, Building Department; Ralph E. Prentice.","June 15,",7,Berkeley,High Blue,B-6,Level,"Homogeneous area of modern and new well built homes. Convenient to local and San Francisco transportation, schools and local shopping center. Well paved streets. Vacant land to south offers some expansion possibilities.","Area too small and too near to unfavorable influences to rank with the better districts of upper Berkeley. With completion of present building program, will become static. Does not appeal to higher income classes.","Minor executives, Professional and business men","$2,500 - 5,000",No concentration,,No,-,Undesirables: NO,None,rapidly,-,,single-family homes,Good - stucco,six years,"Good, well kept","6,500 - 8,500",42.50,71%,1937,"5,250 - 7,250","6,250",83 1/2%,40.00 - 55.00,47.50,79+%,1927,"7,500",102,1927,100+,50.00 - 65.00,60.00,1933,"4,500 - 6,000",,"5,250",70%,35.00 - 50.00,40%,97%,95%,Good,"6-room, $6,500.00",Good
6662,Fair,"7-room, $75.00",Fair,"7-rooms, $8,000-10,000","94, avr'g $8,000 including lot",ample,ample,Up,"This section is known as Arlington Heights, Thousand Oaks Heights and North Cragmont and is one of the most active residential districts of the East Bay area. A great amount of Federal Housing money has been used in financing homes in this area. A long time loan plan, at small monthly payments attracts buyers at prices high in proportion to rental values. Zoned first residential, single family, deed restrictions prohibit Asiatics and Negroes. The lower, more central part of the area would be classed as high green, whereas in the extreme upper part and that part near D-1, rating would be only green to low green. Of all the residential construction in Berkeley in 1936, forty percent was in this area. In the upper part of the area, there is much speculative building of houses costing around $5,000.00 to $8,000.00 to build.","Sutliff Realty & Finance Company, Berkeley, California. Building Department and Engineer's Office Records, City of Berkeley, Cal. Ralph E. Prentice","June 15,",7,Berkeley,Green,A-1,Characterized by steep slopes and hills which lend themselves to view home locations and landscaping. Streets platted to minimize grades.,"Inspiring view locations, well improved streets, leading to direct arterials to Metropolitan Center and Bay Bridge to San Francisco.","Distance from schools, street car transportation and local shopping centers.","Profession and business men, executives, retired capitalists","$4,000 - 25,000",No concentration,,No,-,undesirables - no threat,None known,rapidly,,,"mansion type, single family","stucco, masonry & frame",ten years,excellent,"10,000 - 20,000",65.00,65%,1937,"7,500 - 15,000","10,500",84%,70.00 - 90.00,80.00,80%,1927,"12,500",102,1927,100+,80.00 - 125.00,100.00,1933,"6,500 - 10,000",,"7,500",60%,55.00 - 75.00,40%,100-%,95%,Good,"7-rooms, $9,000-10,000",Good
6663,Fair,6-rooms - 60.00,Fair,"6-rooms - $8,500.00","11, avr'g $8,400, including lot",ample,ample,up,"Slightly more convenient location than A-1, but improved with less pretentious structures. The average cost of homes built in this area in 1936 was slightly higher than the average cost in A-1. There has been practically no speculative building during the past year, which indicates quality, rather than quantity of home building. District known as Thousand Oaks. Recovery in values has not been so great as in A-1, because there has been little new construction at recent high building costs to bring up the average. Values in this area reflect the average ten year depreciation.","Sutliff Realty & Finance Company, Berkeley, Building Department and Engineer's Office, City of Berkeley: Ralph E. Prentice","June 15,",7,Berkeley,Green,A-2,"Hilly, with steep slopes and bluffs, which provide view homesites capable of beautification. Streets are constructed to minimize grades.","View property, well improved streets. Harmonious development and high degree of maintenance. Ready access to direct arterials leading to Metropolitan Center and Bay Bridge to San Francisco.","Distance from schools, street car transportation and local shopping center.","Professionals, business men and capitalists","$4,000 - 15,000",No concentration,,None,-,undesirables: remote,None known,moderately,-,,"semi-mansion, single-family",stucco or frame,ten years,Very good,"8,000 - 15,000",50.00,62 1/2%,1937,"6,500 - 9,500","7,500",75%,55.00 - 65.00,60.00,75%,1927,"10,000",102,1927,100+,65.00-95.00,80.00,1933,"5,000 - 7,500",,"6,250",62 1/2%,45.00 - 55.00,50%,100%,90%,Good,"6-rooms - $8,500.00",Fair
6664,none,"7-rm, 50",good,none,none,ample,ample,"stable, rather than static","This is a ""slide"" area which has been known since 1915, at which time slides occurred as much as thirteen feet on a lot. Some of the most imposing homes in Berkeley are in this area; great care should be exercised to ascertain whether property is subject to slide conditions before any commitments are made. There has been some indications of slight slippage during last three or four years, but most of the area has not moved since the major slide, after which streets were reparied about twenty-three years ago. The upper part of this are would be included in A-3 and the lower portion in B-5, were it not for the slide threat. Borders of slide areas are always extended beyond apparent hazard, but all property in area should be checked as to slide danger.","Harold W. Jewett: Sutliff Realty & Finance Corporation; City of Berkeley, Building Inspector's and City Engineer's Offices; Ralph E. Prentice",6/15,7,"Berkeley, California",Red (slide),D-1,"Hilly, steep lots in north and eastern portion of area. Central, western and southern parts fairly level",schools and transportation conveniently available; nearness to University of California. Good view of San Francisco Bay,subject to land slides,"professional, business men and teachers","2,500 - 5,000",no concentration,N/A,no,N/A,undesirables: remote,none known,moderately,,,single-family 2-story,frame or stucco,18 (new to 25) years,good,"8,000 - 12,000",50,67%,1937,"6,000 - 8,250","7,000",74+%,55 - 65,60,80%,1927,"9,500",102%,1927,100+%,70 - 85,85,1933-34,"5,000 - 7,000",,"6,000",63%,45 - 55,80%,99%,80%,fair,"7-rm, 6,500",fair
6665,Poor,None for rent,Poor,5 and 6-room homes,"21, avr'g $7,000 including lot",ample,ample,Up,"This is an older development than A-1 and 2, but homes are excellently maintained; difficulty of access to area isolates it somewhat. This district is known as Cragmont and Berkeley View Terrace; zoned first class residential (singles family) and restricted by deed to Caucasian ownership. There was very little speculative building in 1936 in this area, most of the new homes being built under contract for owners.","Sutliff Realty & Finance Company, Berkeley: City of Berkely, Building Department: Ralph E. Prentice: Harold W. Jewett,","June 15,",7,Berkeley,Low Green,A-3,"Hilly, with steep slopes and bluffs, which afford excellent view sites for residences. Streets platted to conform to topography.",View property; well improved streets. Harmonious population with high degree of culture. Groves of trees add to charm of neighborhood.,"Distance from schools, transportation and local shopping center.","Professional and business men, executives, etc.","$5,000 - 25,000",no concentration,,None,-,undesirables: remote,None known,slowly,-,,mansion types,frame,15 yrs - many new,Good,"10,000 - 20,000",""" """,,1937,"6,000 - 11,000","9,000",72%,""" """,""" """,,1927,"12,500",102,1927,100+,Practically no rentals,,1933,"5,000 - 10,000",,"8,000",64%,""" """,20%,100%,100%,Poor,"8-room - $7,500.00",Poor
6666,Fair,"5-rms, det. - 27.50",Fair,"5-room stucco $4,000. incl. lot and financ'g",8 new homes in 1936,Fair,Fair,Static,"(5-e.) All of West Berkeley is threatened by infiltration of Orientals, who have not concentrated in a few blocks, but have scattered throughout. To date, however, they are of the better class, professional, etc. Recent survey showed three colored families and four Oriental families in the entire area. District known as Regents Park and is zoned for unlimited residential. There were no multiple units built here in 1936, however.","Harold W. Jewett, Sutliff Realty Company. City of Berkeley Building Department; Ralph E. Prentice","June 15, ",7,Berkeley,Low Yellow,C-3,Level,"Convenience to local and San Francisco transportation, schools and local shopping center","Mixed type of inharmonious homes, old, semi-modern and modern. Zoned for multiple-family and stores","White collar, salaries, artisans, tradesmen","$1,200 - 1,800",Latin races,10%,three families,-,Oriental (threat),Several: 1%,slowly,-,,Detached homes and cottages,Frame or stucco,15 (2 to 35) years,Fair,"3,000 - 4,500",24.00,64%,1937,"2,500 - 3,250","2,850",73 1/2%,25.00 - 30.00,27.50,74 1/2%,1927,"3,750",102,1927,100+,30.00 - 45.00,37.50,1933,"2,000 - 2,850",,"2,400",64%,20.00 - 27.50,85%,98%,85%,Fair,"5-room, $2,750.00",Fair
6667,None,"6-rooms, - 45.00",Fair,"6-rooms, $6,500.00",Four houses 1936,ample,ample,Stable,"Lot values in this area are high, which has tendency to deter speculative building. Very little new home construction and practically no speculative building. District known as Northbrae, Buena Vista Tracts, etc. Zoned, first residential is north, east and southern part of area. The central part of area is unrestricted as to type of residential building. However, there were no apartments or multiple dwellings built in 1936.","Sutliff Realty & Finance Company; Harold W. Jewett; City of Berkeley, Building Inspection Department, Ralph E. Prentice","June 15,",7,Berkeley,Blue,B-4,"Hilly, with moderately steep grades. Platted to conform to topography.","Good view in upper section of area; nearness to schools, transportation and local shopping center","Some lack of homogeneousness, owing to sprinkling of older types of homes.",Professional and business men; white collar workers,"$2,500 - 4,000",No concentration,,No,-,Undesirables: remote,None known,moderately,-,,single-family houses and bungalows,stucco and frame,18 (10 to 35) years,Mostly good,"5,000 - 7,500",40.00,66 1/2%,1937,"3,500 - 6,000","4,750",73%,42.50 - 55.00,47.50,79+%,1927,"6,500",102,1927,100+,47.50 - 70.00,60.00,1933,"3,500 - 5,000",,"4,000",62%,35.00 - 50.00,85%,99%,85%,Fair,"6-rooms, $5,000.00",Fair
