polygon_id,desc_terrain,favor_influences,detr_influences,pct_improved,desirability,occupation,fam_income,pct_foreign,predom_eth,black,pct_black,infiltration,relief_fam,pop_inc,pop_dec,pop_static,predom_build_pct,other1_pct,other2_pct,predom_build_type,other1_type,other2_type,predom_build_constr,other1_constr,other2_constr,predom_build_age,other1_age,other2_age,predom_build_repair,other1_repair,other2_repair,predom_build_pctocc,other1_pctocc,other2_pctocc,predom_build_pctown,other1_pctown,other2_pctown,predom_build_constrpastyr,other1_constrpastyr,other2_constrpastyr,predom_build_1929price,other1_1929price,other2_1929price,price2,predom_build_price2,predom_build_price2pct,other1_price2,other1_price2pct,other2_price2,other2_price2pct,price3,predom_build_price3,predom_build_price3pct,other1_price3,other1_price3pct,other2_price3,other2_price3pct,predom_build_salesdemandlim,other1_demandlim,other2_demandlim,predom_build_salesact,other1_salesact,other2_salesact,predom_build_1929rent,other1_1929rent,other2_1929rent,rent2,predom_build_rent2,predom_build_rent2pct,other1_rent2,other1_rent2pct,other2_rent2,other2_rent2pct,rent3,predom_build_rent3,predom_build_rent3pct,other1_rent3,other1_rent3pct,other2_rent3,other2_rent3pct,predom_build_rentdemandlim,other1_rentdemandlim,other2_rentdemandlim,predom_build_rentact,other1_rentact,other2_rentact,homebuy,homebuild,notes,name,sec_grade,area_num
6465,Level to rolling.,Stevens Park adjoining on South and East. Uniformity of construction. All city conveniences. Scenic beauty. Shuttle bus transportation. Well restricted.,"Some distance to schools, churches and stores. Area joining on North is adjacent to Fort Worth cut off road, a heavy traffic artery lined with filling stations, small stores and tourist camps.",65,Static,"Executives, salesmen, business and professional men",2500-6000,0,-,None,,0,0,slowly,,,100,,,1 & 2 story singles 6/8 rooms,,,Brick & frame,,,4,,,Good,,,95,,,95,,,40 to 9500,,,only few houses,,,1936,"6000-10,500",-,,,,,1938,"6000-10,500",-,,,,,9000 Good,,,Good,,,Not sufficient,,,,rental property,,,,,,,to estimate,,,,,,-,,,-,,,Ample,Ample,"This is a new subdivision with majority of construction during past five years. It is well laid out, has natural scenic beauty good elevation. type of development and population offsets distance to schools, churches and stores.","Oak Cliff - Dallas, Texas",A,1
6466,Level to rolling.,Small park playground in area. Good Senior High School joins on east. Major portion of area comparatively new. Southwestern part some distance from stores.,Shuttle Bus transportation along Jefferson somewhat inconvenient. Distance to principal business center.,40,Static to upward,"Clerical, business and professional men",1800-3000,None,-,None,,None,None,Slightly,,,80,20,,Singles 5/7 rms.,Singles 5/6 rms.,,Brick,Brick,,2,10,,Good,Good,,95,95,,80,80,,"60-4,750",None,,-,4000-5000,,1936,4250-5000,-,3250-4500,86,,,1938,4250-5000,-,3250-4500,86,,,to 4500 fair,to 4000 fair,,Fair,Fair,,-,35-50,,1936,-,-,32.50-45,91,,,1938,37.50-45,-,32.5,91,,,to 45 fair,to 40 fair,,Fair,fair,,Ample,Ample,"A fairly well balanced neighborhood, largely new and with fair prospects for some further development. Southern part of area north of Jefferson is very active now with new construction, and Western part of area south of Jefferson also very active.","Oak Cliff - Dallas, Texas",B,2
65,Level to slightly rising to the north.,"Good streets and transportation. Convenient to schools, churches, near business center. Art Gallery is located here.",Business encroachment all along Which Avenue. Infiltration of lower income group whites. Negro population increasing.,95,Downward,"White collared, mill workers and laborers",1200-2500,10,--,Yes,10,Same,Several,--,--,Yes,90,,,2--story singles (5-10 rooms),,,Frame,,,35,,,Fair to poor,,,95,,,50,,,0,,,2500-10000,,,"$1,936",1500-6000,$60,,,,,"$1,938",1500-6000,60,,,,,3000,,,Poor,,,15-70,,,1936,10-50,71,,,,,1938,10-50,71,,,,,25,,,Good,,,None,None,"Evergrowing influx of negroes and low class Jewish in the westerly end. Many of the homes are being converted into rooming houses. Better type occupants are moving elsewhere. Trend is downward and property, if acquired, should be sold as rapidly as possible. Was once the Bon Ton street of Youngstown. A few of the ""old"" mansions still remain on Wick Avenue.",North of business center,D,3
6521,Hilly,"Schools, churches and communtiy business center located in area.  Bus transportation but schedule not favorable.",Distance to center of city.   Very hilly.  Most streets paved with treated cinders - not very satisfactory.  No city sewerage.,75,Static to downward,"Clerical, professional and business men",1500-3000,,None,None,,None,None,Slowly,,,100%,,,Singles 5-8 rms,,,Frame (few brick),,,15,,,Good,,,100,,,70,,,"2, $5000",,,4000-9000,,,1936,3500-7000,83,,,,,1938,3500-7000,83,,,,,None,,,None,,,35-55,,,1936,25-40,71,,,,,1938,25-40,71,,,,,$40 Good,,,Good,,,Limited,Limited,This is a small community located about 3 miles from the principal business section of Wheeling.  It is located in the hills and is rather a healthy spot.,"Mozart - Wheeling, W.Va.",C,6
66,Level to rolling.,Good streets and transportation. Convenience to schools and churches. Within walking distance to industry.,"Noise, smoke and dirt from industries and railroads. Low standards of living, instability of income of area's occupants. Difficulty of rental collections. Infiltration of negro element.",75,Rapidly downward,Mill workers and laborers,5000-1500,80,Mixed,Yes,15%,Undesirable,Very heavy,--,--,Yes,90,,,All type singles including shacks (2-6 rms),,,Frame,,,30,,,Poor to fair,,,95,,,50,,,0,,,1500-7500,,,1936,500-3500,44,,,,,1938,500-3500,44,,,,,1500,,,Very poor,,,15-55,,,1936,10--25,50,,,,,1938,10--25,50,,,,,15,,,Good,,,None,None,"This area is generally referred to as Monkey's Next and Briar Hill district. Slum elimination project is in progress covering section lying between Ardale, Griffith, and Morrison avenues in the south end of area. Generally undesirable. Property, if acquired, should be sold promptly. Trend is definitely downward.",Section lying north of Broadview is in Trumbull County,D,2
6604,Level,Good transportation,Unallotted territory to the south of area appears to retard development somewhat.,10,Static,White collared and skilled mechanics,2000 - 4000,-,,-,-,Desirable,,slightly,,,95,,,Singles,,,Frames,,,7,,,Good,,,99,,,90,,,8,,,-,,,1936,4500 - 6500,-,,,,,1937,5000 - 7000,-,,,,,6000,,,Fair,,,-,,,1936,40 - 50,-,,,,,1937,45 - 55,-,,,,,50,,,Light,,,Ample,Ample,"Section is in the direction of city's active growth and development; fairly clean neighborhood - suburban territory, homes are well kept. Very few homes in this area prior to 1935. Eight new homes under construction at present.",West Manor Addition,B,5
6605,Level,Good transportation,During heavy rainfall low point along W. Tuscarawas Street and Banner Avenue will gather surface water.,25,Static to slightly upward,White collared and skilled mechanics,2000 - 6000,0,,0,0,Desirable,None,Slightly,,,95,,,Singles,,,Frame,,,10,,,Good,,,99,,,90,,,10,,,"4500 - 15,000",,,1936,"3000 - 10,000",67,,,,,1937,"3500 - 11,000",75,,,,,7000,,,Good,,,30 - 90,,,1936,20 - 65,71,,,,,1937,25 - 75,83,,,,,55,,,Light,,,Ample,Ample,This area is restricted to residences; adjoins Mt. Marie Academy for girls on W. Tuscarawas; clean neighborhood; spacious lots; pride of ownership is highly evident; area lies west of the Corporation limits. Real estate is active in the west and north-west section in Canton. Entire area contains a mixture of very low and high priced homes side by side.,,B,4
6606,Level,Paved streets; highly restricted; near school; good transportation.,Some low land adjacent to area on the north.,50,Static to upward,Professional men and junior executives,"3,000 - 10,000",0,,0,0,Desirable,None,Slightly,,,,,,Singles,,,Frame 50% Brick 50%,,,8,,,Very good,,,99,,,95,,,10 singles,,,"10,000 - 12,000",,,1936,"8,000 - 10,000",56,,,,,1937,"8,500 - 12,000",64,,,,,"9,000.",,,Good to fair,,,75 - 100,,,1936,50 - 60,63,,,,,1937,60 - 70 ,74,,,,,60,,,Light,,,Ample,Ample,This is a relatively new development. All improvements are in; easily accessible; free from smoke and encroachment by industry.,Harter Heights,A,2
6607,Level,Good streets; adequate transportation; near schools and churches.,"Somewhat affected by ""Fair Grounds"" on west side and Cemetery east of the area",80,Static to slightly upward,White-collared and skilled mechanics,2000 - $5000,0,,0,0,Desirable,None,,,Yes,90,,,Singles,,,Frame,,,25,,,Good,,,99,,,70,,,4 singles,,,5000 - 7000,,,1936,4000 - 5000,75,,,,,1937,4500 - 5500,83,,,,,5000,,,Fair,,,45 - 65,,,1936,30 - 50,73,,,,,1937,35 - 55,82,,,,,45,,,Good,,,Ample,Ample,Good residential section; within half mile of Myer Lake; clean neighborhood.,,B,3
6608,Level,Good transportation - adjoins McKinley monument on north. ,Adjoins West Lawn cemetery on west and water works on east.,95,Slightly downward,Small business and white collared,1500-2500,0,,0,0,Desirable,None,,,Yes,95,,,Singles,,,Frame,,,35,,,Good,,,99,,,80,,,-,,,3000-6500,,,1936,2000-4000,63,,,,,1937,2250-4500,71,,,,,3500,,,Fair,,,30-60,,,1936,20-40,67,,,,,1937,25-45,77,,,,,30,,,Good,,,Fairly ample,Fairly ample,This is an old neighborhood - a number of lots were cut narrow and short. Area is kept fairly clean - sale demand is only fair. ,,C,4
6609,Level,Good transportation - good streets - schools and churches - city park - high school,Section along North and 6th Street affected somewhat by abandoned factory building.,95,Static,White collared and skilled mechanics,2000-5000,8,Mixed nationalities,0,0,Mixed,No,Slightly,,,90,,,Singles,,,Frame,,,22,,,Good,,,99,,,90,,,2 or 3 singles,,,4000-7000,,,1936,3000-5000,73,,,,,1937,3250-5500,79,,,,,4250,,,Good,,,25-60,,,1936,25-40,76,,,,,1937,30-45,87,,,,,37.5,,,Light,,,Ample,Ample,"Very good residential community and paved streets - pride of ownership. Although area suffers slightly from foreign-born influx, it nevertheless, is a good residential section and sales activities are reported good. ",,B,7
6610,Level,"Good transportation - high school, grade schools and churches; paved streets.",None,90,Static,White collared and skilled mechanics,2000 - 5000,5,,0,0,Mixed,None,Yes,,,95,,,Singles (6 rooms),,,Frame,,,18,,,Good,,,99,,,90,,,15,,,"5000 - 15,000",,,1936,"4000 - 8,000",60,,,,,1937,"4500 - 10,000",72,,,,,5500,,,Good,,,40 - 75,,,1936,25 - 55,69,,,,,1937,35 - 65,87,,,,,50,,,Light,,,Ample,Ample,More newer homes from Concord Avenue West; new construction is active - good neighborhood - about 15 homes in this section that run slightly over general price range set above. Area contains a mixture of high class and cheaper properties side by side.,,B,6
6611,Level,Good transportation - good streets - near schools and park.,Ajoins industry on southeast - vacant land southwest of area.,95,Static,Mill workers,1000 - 1800,2,,-,-,Desirable,Few,,,Static,98,,,Singles,,,Frame,,,20,,,Fair,,,99,,,80,,,None,,,3500 - 6500,,,1936,2750 - 4500,73,,,,,1937,3000 - 4750,78,,,,,Up to $4000,,,Good to fair,,,25 - 45,,,1936,15 - 35,71,,,,,1937,20 - 35,79,,,,,27.5,,,Good,,,Fairly ample,Fairly ample,This is a fairly clean neighborhood - near industry - good location for mill workers.,,C,8
6612,Level,Good transportation - good streets - restricted neighborhood.,"Adjoins Pennsylvania Railroad on south, undeveloped territory immediately to the west.",95,Static,White collared and skilled mechanics,1800 - 4500,2,,-,-,Desirable,No,,,Yes,100,,,Singles,,,Frame,,,17,,,Good,,,99,,,60,,,None,,,5000 - 6000,,,1936,3500 - 4250,71,,,,,1937,3750 - 4500,75,,,,,4000,,,Good,,,40 - 50,,,1936,25 - 35,67,,,,,1937,30 - 40,78,,,,,35,,,Good,,,Ample,Ample,This area was developed by the Timken Roller Bearing Company. Due to a housing shortage in Canton and the Company decided to build a number of residences for its employees. Some 250 houses were built here and in area C-10 in 1920. Average price of home in 1920 was $5600. Area is restricted and well kept. Demand is good.,Mary Park Section,B,8
6613,Level,Good transportation - schools,Adjoins factories on south and east; smoke and dirt.,85,Downward,Laborers and mill workers,1000 - 2000,75,,-,-,Undesirable,Fairly heavy,,,Yes,95,5,,Singles,Duplex,,Frame,Frame,,30,20,,Fair,Fair,,99,99,,60,50,,None,,,2500 - 4500,5000 - 7500,,1936,1750 - 3250,71,4000 - 5000,72,,,1937,1750 - 3250,71,4000 - 5000,72,,,2000,4560,,Fair,Poor,,25 - 40,25 - 40 per unit,,1936,18 - 30,75,20 - 30 per unit,77,,,1937,18 - 30,75,20 - 30 per unit,77,,,25,25 per unit,,Good,Good,,Very limited,Very limited,"This was a good neighborhood for the lower bracket earners in the peak years. Slightly better than area ""D-2"" and ""D-5"" but heavily populated by foreign-born and is on the downward trend. No improvements in values during past 12 months.",,D,7
6614,Level,Good transportation,Adjoins railroad on north and Corporation limits on south and west. ,75,Static,Mill workers,1000-1500,15,,Yes,1/2 of 1,Mixed,Several,Slightly,,,99,,,Single,,,Frame,,,15,,,Fair,,,99,,,75,,,6 singles,,,2500-4000,,,1936,1800-3000,74,,,,,1937,2000-3200,79,,,,,2500,,,Fair,,,20-30,,,1936,15-20,70,,,,,1937,15-25,80,,,,,18,,,Good,,,Extremely limited,Extremely limited,Fairly clean neighborhood - occupied by mill workers - near steel industries and railroads.,,C,10
6615,Level,Good transportation - good streets - schools - church - neighborhood center. ,Small factory to south-west of area.,70,Static,Skilled mechanics,1800-3000,15,,0,0,mixed,,Slightly,,,98,,,Singles,,,Frame,,,12,,,Good,,,99,,,80,,,5,,,3500-5500,,,1936,2250-4250,72,,,,,1937,2500-4500,77,,,,,3500,,,Good,,,30-45,,,1936,20-30,67,,,,,1937,25-35,80,,,,,30,,,Good,,,Ample,Ample,"Clean neighborhood; pride of ownership. In the southeast section of the city. Surrounded on 3 sides by cheaper property. A ""light blue"" area. A few cheaper homes on eastern border of area. ",,B,9
6616,Level,Good transportation - good streets - near schools.,Nominal,99,Downward ,Mill workers,1000-1800,8,,-,-,Mixed,Few,,,Yes,99,,,Singles,,,Frame,,,30,,,Fair,,,99,,,80,,,None,,,3500-4750,,,1936,2250-3250,67,,,,,1937,2500-3500,73,,,,,3000,,,Fair to poor,,,25-35,,,1936,17.5-25,71,,,,,1937,20-27.50,79,,,,,22.5,,,Good,,,Not available,Not available,Fairly clean laboring section - walking distance to industry. Good location for mill workers. Light sales activity. ,,C,9
6617,Level,Good transportation,Adjoins industry on the north - Corporation limits on the west.,80,Downward,Mill laborers,,85,,Yes,15,Undesirable,Heavy,,,Yes,95,,,Singles,,,Frame,,,25,,,Fair to poor,,,99,,,60,,,None,,,3500-6000,,,1936,2500-4000,68,,,,,1937,2500-4000,68,,,,,3000,,,Poor,,,20-35,,,1936,15-25,73,,,,,1937,15-25,73,,,,,20,,,Good,,,Limited,Limited,Heavy foreign population resides here. Poor mortgage risk; cheap neighborhood. Values for both sale and rental have not been increased during next year. Negro population amounts to 15%.,,C,7
6618,Level,Good transportation - near school,Adjoins factories on the east; business center of lowest type - dirt and filth and degrading neighborhood.,80,Downward,Common laborers,800-1200,90,,Yes,10,Very undesirable,Heavy,,,Yes,60,40,,Single,Cheap apartments and rooming houses,,Frame,Frame,,30,25,,Very poor ,Very poor ,,90,99,,50,50,,None,None,,2500-5000,"5000-10,000",,1936,1000-2500,47,2500-6000,53,,,1937,1000-2500,47,2500-6000,53,,,Up to $2000,-,,Very poor,Very poor,,25-35,20-30,,1936,10-20,50,10-15,50,,,1937,10-20,50,10-15,50,,,15,-,,Fair,Poor,,No,No,A good many dilapidated and vacant rooming houses that are uninhabitable. Many vacant store rooms on main streets. This area is occupied by the lowest social class in this city. Very poor sale demand. No increase in values during past 12 months. ,,D,2
6619,Level,Good transportation,Railroad runs through center and extreme southeastern part of area; affected by smoke and dirt.,95,Downward,Laboring class,1000 - 2000,10,,Yes,2,Mixed,Some,,,Yes,95,,,Singles,,,Frame,,,40,,,Fair to poor,,,99,,,70,,,None,,,3500 - 6000,,,1936,1800 - 3500,56,,,,,1937,1800 - 3500,56,,,,,2500,,,Fair,,,30 - 40,,,1936,20 - 30,71,,,,,1937,20 - 30,71,,,,,25,,,Fair,,,Limited,Limited,This is an old German settlement slowly declining and being replicated gradually by foreigners and lower wage class American and some negroes. Not far from downtown business section. Property values were static past 12 months.,,D,3
6620,Level,Transportation - good streets; church and schools. ,On extreme southeast Corporation line; adjoins Railroad on north. ,45,Downward,Millworkers & laborers,1000-1500,70,Italian,Yes,10,Undesirables,Heavy,,,Yes,98,,,Singles,,,Frame,,,30,,,Fair,,,99,,,75,,,None,,,2500-4500,,,1936,1500-2500,57,,,,,1937,1500-2500,57,,,,,1800,,,Poor,,,15-30,,,1936,10-20,66,,,,,1937,10-20,66,,,,,15,,,Good,,,Very limited,Very limited,This is an Italian community. Fairly good neighborhood for lower bracket earners. Poor sales activity. Not much prospect for improvement. Property values remained static past 12 months. ,,D,4
6621,Level,Good streets - transportation,Adjoins light manufacturing on southwest - railroad runs through center of section.,80,Slowly downward,Factory workers,1200-1600,5,,Yes,2,Mixed,Fairly heavy,,,Yes,98,,,Singles,,,Frame,,,38,,,Fair to poor,,,99,,,60,,,Nothing,,,2000-4000,,,1936,1200-2500,61,,,,,1937,1200-2500,61,,,,,1800,,,Light,,,25-35,,,1936,15-25,67,,,,,1937,15-25,67,,,,,17.50,,,Good,,,None,None,Fairly good section for laboring class. An old American settlement Area is interspersed by small retail business shops. One of the older areas in the city. Values were reported static for past 12 months. ,,D,6
6622,Level,Good streets - transportation - borders the business district on south end.,Adjoins railroad on northwest of area.,98,Downward,Laboring,1000 - 1500,15,,Yes,1,Undesirable,Several,,,Yes,90,,,Singles,,,Frame,,,40,,,Fair to poor,,,99,,,60,,,-,,,3000 - 5000,,,1936,2000 - 3500,69,,,,,1937,2100 - 3750,73,,,,,2500,,,Fair,,,25 - 35,,,1936,15 - 25,67,,,,,1937,19.50 - 27.50,75,,,,,20,,,Good,,,Limited,Limited,An old community; mixed population; not much demand for homes here. Trend is downward. Fairly good neighborhood for laboring class of people.,,C,6
6623,Level,Transportation - good streets - schools and churches; not far from business section of city.,Baltimore and Ohio railroad abutts on west side of area.,98,Slightly downward,White collared; clerk & mill workers,1000 - 2500,5,,-,-,Mixed,Few,,,Yes,85,,,Singles,,,Frame,,,30,,,Fair,,,99,,,75,,,-,,,4000 - 8000,,,1936,3000 - 6000,75,,,,,1937,3600 - 6000,79,,,,,4500,,,Fair,,,30 - 60,,,1936,25 - 40,72,,,,,1937,30 - 45,83,,,,,35,,,Good,,,Limited,Limited,"This is a fairly old neighborhood adjoining business district. This area is located south of section ""B-1"". Trend appears slightly downward.",,C,5
6624,Rolling to level.,Good streets - good transportation - public school - adjoins Nimisilla Park.,Adjoins Lake Erie Railroad on east and abutts creek on east.,75,Static,Mill workers; some white collar class,1500 - 2400,5,,-,-,Mixed,Few,Yes,,,95,,,Singles,,,Frame,,,30,,,Fair,,,99,,,70,,,4 singles,,,2500 - 6000,,,1936,1500 - 3500,59,,,,,1937,1750 - 4000,67,,,,,3500,,,Fair,,,25 - 50,,,1936,15 - 35,66,,,,,1937,17 - 40,76,,,,,30,,,Good,,,Fairly ample,Fairly ample,Fairly good neighborhood; adjoins business on extreme south end. Occupied mostly by mill workers. Values are returning slowly. Light influx of mixed foreign population.,,C,3
6625,Level,Good transportation; excellent school; churches; trees.,None,35,Slightly upward,Business & white collar,"1500 - $4,000",0,,0,0,Desirable,None,Yes,,,100,,,Singles,,,Frame,,,10,,,Good,,,99,,,80,,,5,,,5000 - 7500,,,1936,3500 - 5000,68,,,,,1937,4000 - 5500,76,,,,,4750,,,Good,,,35 - 60,,,1936,30 - 40,74,,,,,1937,35 - 45,84,,,,,40,,,Good,,,Ample,Ample,A relatively new residential section restricted to single dwellings. A clean community; fine homes; pride of ownership. Infiltration of desirable.,,B,2
6626,Rolling to level; high elevation.,Good roads; highly restricted.,None,65,Slightly upward,Professional and business men,$4000 - $6000,0,,0,0,Desirable,None,Slightly,,,98,,,Singles,,,Frame,,,10,,,Very good,,,99,,,90,,,30,,,"3,000- 28,000",,,1936,"8,500 - 18,000",64,,,,,1937,"10,000 - 20,000",73,,,,,"Up to $16,000",,,Good,,,100 - 200,,,1936,65 - 135,67,,,,,1937,75 - 150,75,,,,,100,,,Very light,,,Ample,Ample,"This is the best class ""A"" residential in Canton; 90% homeowners; many new homes under construction. Pride of ownership is highly evident; free from smoke, dirt and industry encroachment.",Ridgewood Addition,A,1
6627,Level,Good transportation - near to schools and churches adjacent to park system; restricted neighborhood.,None,80,Static to slightly upward,Business men and white collared,2000 - $5000,0,,0,0,Desirable,None,,,Yes,95,,,Singles,,,Frame 80% Brick 20%,,,25,,,Good,,,99,,,70,,,6,,,"6,500 - 10,000",,,1936,"5,000 - 7,000",73,,,,,1937,"5,500 - 7,500",78,,,,,Up to $6500,,,Good,,,65 - 100,,,1936,45 - 80,76,,,,,1937,55 - 85,85,,,,,65,,,Good,,,Ample,Ample,Good residential section; pride of ownership; near business district; homes are kept in good repair. Sale prices are advancing. Employment among people in this area good. One of the older residential sections but demand is still good. Unable to make finer breakdown of this area because of mixture of cheaper homes side by side with higher priced properties.,,B,1
6628,Level,Good streets - good transportation - schools and churches; public park south of area. ,Nominal,60,Slightly downward,Mill workers,1200-2000,15,,-,-,Mixed,Few,Slightly,,,95,5,,Singles,Duplex,,Frame,Frame,,20,30,,Fair,Fair,,99,99,,60,50,,3 singles,None,,2000-5000,"6000-10,000",,1936,1500-3500,70,3000-5000,50,,,1937,1700-3750,78,3000-7000,69,,,3000,5000,,Fair,,,20-50,25-50,,1936,15-35,70,15-35,67,,,1937,17-40,80,20-35,73,,,25,Good,,Good,Good,,Fairly ample,Fairly ample,"Somewhat smaller and cheaper homes in northeastern section of area. It is, however, a good area for mill workers. Near to industry - fairly clean neighborhood. ",City Park Addition 1 & 2,City Park Addition 1 & 2,3
6629,Level,"Good transportation - near schools, both Public and Parochial.",Adjoins factory on south - Area is affected somewhat by smoke and dirt.,65,Downward,Mill workers & laborers,1000 - 1800,75,,Yes,5,Undesirable,Several,,,Yes,95,,,Singes,,,Frame,,,30,,,Fair,,,99,,,60,,,None,,,3000 - 4500,,,1936,1500 - 3000,60,,,,,1937,1700 - 3300,67,,,,,2500,,,Poor,,,20 - 35,,,1936,15 - 25,73,,,,,1937,17.50 - 27.50,82,,,,,20,,,Good,,,Very limited,Very limited,Fairly good location for cheaper type of labor. A mixed foreign community. Negroes constitute 5% of community. Slight increase in scale and rental values during past 12 months.,,D,1
6630,Level,Community church and school - addition is well planned - restricted - good transportation.,Railroad shop is 1/2 mile south of area.,45%,Slightly upward,Skilled mechanics and railroad men,2000 - 4000,25,,-,-,Mixed,,Slightly,,,95,,,Singles,,,Frame,,,15,,,Good,,,99,,,70,,,5,,,4500 - 6500,,,1936,3000 - 4500,69,,,,,1937,3300 - 5000,75,,,,,4000,,,Good,,,30 - 55,,,1936,20 - 40,70,,,,,1937,25 - 45,82,,,,,35,,,Good,,,Fairly ample,Fairly ample,Section south of Mahoning Road is less built up and values are slightly cheaper; foreign population concentrated south of Mahoning Road.,Fairmont Park Section,C,1
6631,Level,Transportation - schools and church,Adjoins factory on north and railroad on northeast; also scattered factories through area.,80,Downward,Laborers,800 - 1200,10,Italians,Yes,80,Undesirable,Very heavy,,,Yes,90,10,,Singles,Cheap apartments,,Frame,Frame,,40,45,,Poor,Poor,,99,99,,40,40,,None,None,,1500 - 3000,3000 - 5000,,1936,1000 - 2000,66,2000 - 2500,69,,,1937,1000 - 2000,66,2000 - 3500,69,,,1500,2500,,Poor,Poor,,15 - 20,15 - 20,,1936,10 - 15,71,10 - 15,71,,,1937,10 - 15,71,10 - 15,71,,,12,12,,Good,Good,,None,None,This is a colored section - lower class of Jews and Italians - old section of the city. No demand for sales. No increase in sale or rental values during past 12 months.,,D,5
67,Level to rolling.,"Good streets; transportation. Convenient to schools, churches. Close to business center and industry.","Infiltration of lower income group. Low standards of living. Increasing negro population. Northwest section is sparsely developed. Smoke, dirt and noise from industry.",60,Definitely downward,Mill workers and laborers,900-1500,40,Mostly Italians,Yes,20,Undesirable,"Yes, heavy",--,Yes-slightly,--,90,,,2--story (2-8 rooms),,,Frame,,,30,,,Fair to poor,,,$95,,,65,,,0,,,2000-10000,,,193,1000-5000,50,,,,,1938,1000-5000,50,,,,,2500,,,Poor,,,15-60,,,1936,10-40,67,,,,,1938,10-40,67,,,,,20,,,Good,,,None,None,"the southwesterly half is a portion of the oldest settlement in Youngstown. Depreciating very rapidly except along the north-easterly section lying south of McGuffey Road and Stewart avenue. Better type occupants are moving elsewhere. Property, if acquired, should be sold rather than held.",,D,4
68,Level.,Good streets and transportation. Convenient to schools. Located near playground. Close to Truscon Steel Mills.,"Surrounded by ""red"" area. Some dirt and smoke from mills. Influx of lower income group.",90,Static,Mill workers,1000-2000,90,Mixed,No,,Same,Heavy,--,--,Yes,95,,,Singles (5--6 rooms),,,Frame,,,12,,,Fair to good,,,95,,,85,,,$0,,,4000-7500,,,1936,3000-4500,65,,,,,1938,3000-4500,65,,,,,3000,,,Fairly good,,,30--50,,,1936,25--35,17,,,,,1938,25--35,71,,,,,25,,,Light,,,Limited,Limited,"Area was developed in 1925-26. Occupied mostly by people who came to Youngstown from the mining districts in Pennsylvania. a practically solid group of better type foreigners. Homes are fairly uniform and well maintained. Area will retain its present status for next 5-10 years. Property, if acquired, should be sold but not sacrificed.",,C,18
69,Rolling.,Fairly good streets; transportation. Convenient to schools and churches.,"Heavy negro population. Low standards of living. Difficulty of rental collection. Instability of income of area's occupants. Consists of shacks and single family homes. Cheap, dirty, and generally undesirable location.",50,Decidedly downward.,Mill workers and laborers,500-1200,20,Mixed,Yes,50,Undesirable,Very heavy,--,--,Yes,90,,,Shacks to 6--room singles,,,Frame,,,20,,,Poor,,,95,,,50,,,0,,,2000-7000,,,1936,1000-3000,44,,,,,1938,1000-3000,$44,,,,,"$1,750",,,Very poor,,,10-40,,,1936,5--25,60,,,,,1938,5--25,60,,,,,15,,,Good,,,None,None,"Known as Sharon Line district or the ""Harlem"" of Youngstown. Considered the poorest and cheapest residential area in the whole city. Original ""soup kitchens"" during the depression were in this area. Banks are selling very good houses in this area for about $2000-2500 or about 40*cents on the dollar. In fact, they will consider any offer within reason.",,D,5
6929,Slightly rolling land.,None,Lack of all city improvements and inconvenience of locaiton.,40,Stable,Laborers,800 & up,0,-,No,,None,Quite a few,,,Yes,100,,,Small singles,,,Frame,,,10-20,,,Poor,,,95,,,60,,,None,,,"1,000-3,000",,,1936,"500-1,500",50,,,,,1938,"500-1,500",50,,,,,None,,,None,,,15-22,,,1936,10-15,70,,,,,1938,10-15,70,,,,,10-15,,,Poor,,,None,None,"A sparsely settled area of small, cheaply built bungalows and shacks inhabited only by those who cannot afford to live elsewhere.","Upper Mt. Zoar- Southport, N.Y.",D,5
6930,Generally flat.,Adjacent to places of employment.,Intermingling of the old and new as well as lack of sewers beyond the city limits.,80,Stable,Skilled labor & white collar laborers,"1,500 & up",10,Italians,No,,None,Quite a few,,,Yes,80,20,,Medium singles,Double,,Frame,Frame,,Up to 60 ,Up to 50,,Fair,Fair,,95,90,,65,70,,None,None,,"3,000-8,500","5,000-12,000",,1936,"2,500-6,500",70,"3,000-7,000",60,,,1938,"2,500-6,500",70,"3,000-7,000",60,,,"2,500-5,000",None,,Fair,None,,20-55,25-45,,1936,16-42 1/2,80,20- 37 1/2,80,,,1938,15-40,75,18-35,75,,,20-35,20-30,,Good,Good,,Ample,Ample,An area flanking industrial and business sections in which is found an intermingling of the old and the new as well as the small and fair sized dwellings. This neighborhood is the most popular among people of moderate means.,"Central South Side- Southport & Elmira, N.Y.",C+,9
6931,Flat land.,Good transportation and room for expansion.,No sewers and inconvenience of location.,60,Stable,Shop workers,"1,000 & up",0,-,No,,None,Few,slowly,,,100,,,Small singles,,,Frame,,,10-20,,,Fair,,,95,,,75,,,3 small,,,"3,000-8,500",,,1936,"1,800-5,000",60,,,,,1938,"1,800-5,000",60,,,,,"1,800-3,000",,,Poor,,,25-50,,,1936,20-37 1/2,75,,,,,1938,18-35,70,,,,,20-30,,,Fair,,,Ample,Ample,"An outlying section, inconveniently located, but which is popular because of low values and rents. Dwellings are both small one-story and medium sized two-story.","Southport Corners- Southport, N.Y.",C,10
