polygon_id,name,not_on_form,pop_inc,pop_dec,pop_static,class_occ,pct_foreign,nationalities,pct_black,infiltration,predom_build_pct,other1_pct,predom_build_type,other1_type,predom_build_constr,other1_constr,predom_build_age,other1_age,predom_build_repair,other1_repair,predom_build_occ,other1_occ,predom_build_ownocc,other1_ownocc,predom_build_1935price,other1_1935price,predom_build_1937price,predom_build_1937pctchange,other1_1937price,other1_1937pricepctchange,price3_yr,predom_build_price3,predom_build_price3pctchange,other1_price3,other1_price3pctchange,predom_build_demand,other1_demand,predom_build_pricetrend,other1_pricetrend,predom_build_1935rent,other1_1935rent,predom_build_1937rent,predom_build_1937rentpctchange,other1_1937rent,other1_1937rentpctchange,rent3,predom_build_rent3,predom_build_rent3pctchange,other1_rent3,other1_rent3pctchange,predom_build_rentdemand,other1_rentdemand,predom_build_renttrend,other1_renttrend,newconstr_amt,newconstr_type,newconstr_perform,holc_overhang,inst_overhang,sales_yr,holc_sales,inst_sales,mortgagefunds,no193,taxper1000,desc_terrain,location,sec_grade,area_num,date
2380,"Rochester, New York",,Slowly,,,White-collar with incomes of from $2000 to $4000,5,Mixed,0,Newcomers are of same type,90,10,"Small & medium-sized 1-family 1 1/2 - 2 1/2 storeis, 6-10 rooms","Medium-sized 2-family 2-2 1/2 stories, 5-6 rooms per unit",Frame & few stone,Frame,20 years,20 years,Good,Good,98%,95%,70%,60%,4000-8500,"*700-12,500",3500-7500,(-)12,"*6000-11,000",(-)13,1939,3000-7000,(-)9,"*5000-9,500 (*Nominal)",(-)15,Good up to $4500 on 2nd hand,Almost none and at sacrifice,Downward,Downward,30-50,30-37 1/2 per unit,35-60,(+)19,"35-45 "" """,(+)19,1939,35-60,0,"35-45 "" """,0,Good up to $50,Good up to $40 per unit,Stable,Stable,2,1-family at $5500-6000,On order,10 at $5927,530,3,7 at $3993,275,Limited,9,"41.73, Effective Tax Rate for this area based on 31 sales $51.33","This is a fairly homogeneous neighborhood containing mostly singles, a few doubles and an occassionally small apartment house. It is located on slightly rolling land and possesses streets that are well shaded. It has schools, churches and parks and, on Thurston Street, small neighborhood stores. It is quite convenient both to the center of the city and no places of employment, also is furnished with good transportation. The singles are of pleasing design, the double fair. Both are set back from the street and are located on fair-sized lots thus avoiding any air of congestion. Properties are well maintained and display good pride of ownership. All evidence points to an unchanged rating for a number of years. There were more foreclosures in this area than in any other and overhang is still heavy.","19th Ward - Sibley Tract, Arvine Heights - Genesec Park Blvd., Rochester",2nd,B-10,11/1/39
2381,"Rochester, New York",,,,Yes,Laborers & factory workers whose incomes range from $1000-$2500. A few are on relief.,20,Italian,0,None,90,10,"Small & moderate sized 1-fam. 2 - 2 1/2 stories, 5-8 rooms","Normal sized 2-family 2 - 2 1/2 stories, 4-6 rms. per unit",Frame,Frame,35 years,35 years,Fair,Fair,98%,97%,60%,50%,2250-5000,*5000-7250,2000-4500,(-)10,*4500-6500,(-)10,1939,1800-4000,(-)11,*4000-6000 (*Nominal),(-)9,Poor up to $2500 on 2nd hand,None,Downward,Downward,17 1/2 - 25,15 - 27 1/2 per unit,20-30,(+)18,"17 1/2 - 30 "" """,(+)15,1939,20-30,0,"17 1/2 - 30 "" """,0,Good up to $25,Good up to $25 per unit,Stable,Stable,0,,,27 at $5825,24,3,1 at $3000,14,Very limited,9,"41.73, Effective Tax Rate for all C areas in Rochester based on 405 sales $60.93.","This area was developed a number of years ago and while convenient to the center of the city, is some little way from the main factory areas. The terrain is slightly rolling and streets are treed. There are full city facilities and a plethora of schools, churches and stores. Transportation is good. While homogeneous, there is a variety in size of dwelling, though all are of an unattractive era. Obsolescence is gradually further lowering the desirability of the neighborhood and will probably continue to do so. The area is largely populated by those who can afford no better.",Rochester,Low 3rd,C-24,11/1/39
2382,"Rochester, New York",,,,Yes,Daily workers & laborers with incomes of $1000-$2000. Quite a few are on relief.,20,Italian & Irish,1,None,90,10,"Small & medium-sized one-fam 1 1/2 - 2 1/2 stories, 4-7 rooms","Normal sized 2-family, 2 - 2 1/2 stories, 5-6 rms. per unit",Frame,Frame,50+ years,50+ years,Fair to poor,Fair to poor,97%,96%,40%,30%,1250-4500,*3500-5000,1000-4000,(-)13,*3000-4500,(-)12,1939,1000-3500,(-)10,*2500-4000 (*Nominal),(-)13,"Fair up to $2,250 on 2nd hand",None,Downward,Downward,12 1/2 - 25,12 1/2 - 20 per unit,15-30,(+)20,15-25,(+)23,1939,15-30,0,15-25,0,Fair up to $20,Fair up to $20 per unit,Stable,Stable,0,,,26 at $5338,73,3,6 at $2033,48,None,9,"41.73, Effective Tax Rate for this area based on 24 sales $68.44","An old area which became of age and obsolescence has and continues to decline but should not be classed as a slum district, though homogeneous in character there is a fair conglomeration of  various sized dwellings which are all unsightly and display little if any pride of ownership. Lots are narrow and, although houses are detached and have small front lawns, there is a slight air of congestion. Terrain is slightly rolling. Location is only fairly convenient although transportation is good. There are complete city facilities and ample number of schools, churches and stores.","South West Central Section, Rochester",4th,D-6,11/1/39
2383,"Rochester, New York",,,,Yes,Daily workers & laborers with incomes of $1000-1500,10,Italian,75,None,100,,"Medium & large sized 1-family 2-4 stories, 7 rooms & up",,Frame & few brick,,60+ years,,Poor,,95%,,30%,,750-4000,,500-3500,(-)16,,,1939,500-3000,(-)12,,,Poor up to $2500 on 2nd hand,,Stable in lower & downward in upper bracket,,10-20,,10-25,(+)17,,,1939,10-25,0,,,Poor up to $15,,Stable,,0,,,"17 at $5,260",73,3,"4 at $1,875",21,None,9,"41.73, Effective Tax Rate for all D areas in Rochester based on 158 sales $74.70","Years ago this was a section of beautiful old homes. Some still remain - massive structures and still handsome but with no value except for conversion purposes. Negroes have come into the area and today it is the poorest section of the entire city. The most that can be said for it is that it is convenient. The terrain is generally flat and the streets are shaded. There are all city facilities and plenty of schools, stores and churches. Transportation is good. Dwellings are detached with small front lawns. Lots are of medium size. Pride of ownership is lacking. There are a very few small apartments and flats. Many properties have only nominal values or values for min. cost shelter. There are several factories in the area of which the largest are Folmer-Graflex, Kee Lex, and Lawyers Cooperative Publishing Co.",Rochester,4th,D-5,11/1/39
2384,"Rochester, New York",,,,Yes,Skilled & unskilled laborers & white collar with incomes of $1500-4000. A few on relief.,15,Mixed,0,None,90,10,"Small & fair sized 1-fam. 1 - 2 1/2 stories, 5-7 rooms","Normal sized 2 family 2 - 2 1/2 stories, 5-6 rms. per unit",Frame,Frame,40 years,40 years,"Fair to poor, A number need paint","Fair to poor, A number need paint",96%,95%,60%,50%,1750-6500,*5000-7000,1500-6000,(-)9,*4500-6500,(-)8,1939,1500-5000,(-)13,*4000-6000 (*Nominal),(-)9,Fair up to $4000 on 2nd hand,None,Stable in lower & downward in upper bracket,Downward,20-45,22 1/2 - 30 per unit,25-50,(+)15,"25-35 "" """,(+)14,1939,25-50,0,"25-35 "" """,0,Good up to $40,Good up to $30 per unit,Stable,Stable,0,,,28 at $5795,58,3,3 at $3000,48,Limited,9,"41.73, Effective Tax Rate for this area based on 31 sales $55.92","This is a homogeneous area of relatively small and quite unattractive working men's homes. Though not congested, lots are small. Streets are apt to be narrow but are shaded. Pride of ownership is relatively low. It is not particularly convenient although there are a few small industries within the area. However, transportation is fairly good and it is not far to the center of the city. The terrain is flat but rises slightly in the south. All city facilities are present as well as ample schools, churches and stores. In the future it will probably deteriorate from obsolescence more than anything else.",South Central Rochester,Low 3rd,C-21,11/1/39
2385,"Rochester, New York",,,,Yes,Laborers & white collar with incomes ranging from $1000-$2000,20,Italian & Poles,0,None,97,3,"Small & fair-sized, 1-fam. 2 - 2 1/2 stories, 6-8 rooms","Normal sized 2-family, 2 1/2 stories, 4-5 rms. per unit",Frame,Frame,50+ years,50+ years,"Fair to poor, Many need paint",Fair to poor,97%,95%,40%,40%,1250-7000*,*4500-6500,1000-6000*,(-)15,*4000-6000,(-)9,1939,1000-5000* (*Nominal),(-)14,*3500-5000 (*Nominal),(-)15,Poor up to $2000 on 2nd hand,None,Stable in lower & downward in upper bracket,Downward,12 1/2 - 35,20-35 per unit,15-40,(+)16,"25-40 "" """,(+)18,1939,15-40,0,"25-40 "" """,0,Fair up to $30,Fair up to $30 per unit,Stable,Stable,0,,,"18 at $6,992",41,3,"1 at $4,500",35,None,9,"41.73, Effective Tax Rate for all D areas in Rochester based on 158 sales $74.70","This area is far better than a slum district. There is nothing particularly the matter with it other than that it is old and antiquated. It has simply deteriorated into a relatively poor man's neighborhood. The houses are set back a little from shaded streets. The lots are a bit narrow and not very well maintained. But it is convenient and there are some light manufacturing plants affording employment. Transprotation is good. Stores (along Monroe Ave.), churches and schools are handy. There are all city facilities. The land is flat. Because of age it will probably continue to deteriorate.",South Central Rochester,High 4th,D-7,11/1/39
2386,"Rochester, New York",,,,Yes,White-collar foremen & skilled mechanics with incomes of $2000-$5000. Quite a few on relief,15,Italians & Poles,0,None,97,3,"Medium & large 1-family, 2-3 stories, 6 rooms & up",Fair sized 2-family 2 1/2 stories 5-6 rms. per unit,"Frame, brick & stone",Frame,35+ years,30+ years,Good to poor,Fair sized 2-family 2 1/2 stories 5-6 rms. per unit,98%,97%,60%,40%,"3500-16,000*",*6500-9000,"3000-12,000*",(-)23,*6000-8000,(-)10,1939,"2500-10,000* (*For rooming houses)",(-)17,*5500-7500 (*Nominal),(-)7,Fair up to $7500 on 2nd hand,None,Downward,Downward,35-65,30-45 per unit,40-75,(+)15,"35-50 "" """,(+)13,1939,40-75,0,"35-50 "" """,0,Good up to $65,Fair up to $40 per unit,Stable,Stable,0,,,"42 at $8,735",98,3,"2 at $8,650",41,Very Limited,9,"41.73, Effective Tax Rate for this area based on 54 sales $42.56","This is far from a homogeneous area. On East Avenue, and to a slightly lesser degree on the immediately adjoining side streets, are large and old mansions with extensive landscaped lawns and even an occasional stable which have begun to deteriorate. Some are still occupied by old and wealthy families. Others are closed up. Not only is there no market for them but they cannot even be given away because of high taxes. Even a value for conversion purposes is eliminated because of high taxes. Even a value for conversion purposes is eliminated because of zoning restrictions. The remainder of the area is an intermingling of the large and the small and an occassional better type apartment house; some above the average, others below. The portion bounded by Canterbury Road. Barrington Street and Harvard Street is slightly more desirable. Because of age the future of the entire area will probably be downward but at the moment continues to hold its own. The neighborhood is most convenient and has both good transportation and all city facilities. There are ample stores, churches and schools. Monroe Avenue is a business street.","East Avenue Central, Rochester",3rd,C-18,1/1/39
2387,"Rochester, New York",,,Slowly,,Low-grade laborers with incomes of $1000-$1800. A fair number are on relief,20,Poor grade Italian,5,None,100,,"Medium size 1-family 2 1/2 stories, 6-8 rooms",,"Frame, Nearly all need paint",,50+ years,,Poor,,95%,,40%,,1200-3000,,1000-2750,(-)11,,,1939,1000-2500,(-)7,,,Almost none,,Stable in lower & downward in upper bracket,,10-20,,12 1/2 - 25,(+)25,,,1939,12 1/2 - 25,0,,,Fair up to $20,,Stable,,0,,,3 at $7493,8,3,0,4,None,9,"41.73, Effective Tax Rate for all D areas in Rochester based on 158 sales $74.70","This is a small but old and slightly congested neighborhood which has definitely felt obsolescence and the infiltration of industry. The houses, which are quite dilapidated looking and rather unsightly, are set back just a little from the street. Lots are rather narrow. There are all city facilities and schools, churches and stores are nearby. It is not a slum district but has little to recommend it save convenience of location and good transportation so that its future is probably downward. It should be noted that Rundel Park is above the average.",Rochester,4th,D-4,11/1/39
2388,"Rochester, New York",,,,Yes,Labor & daily workers having incomes ranging from $1000-$2000. Quite a number are on relief.,30,Italian & mixed foreign,2,None,95,5,"Small & medium 1-family 1 1/2 - 2 1/2 stories, 4-7 rooms","Normal Sized 2-family 2 1/2 stories, 3-5 rms. per month",Frame,Frame,50+ years,50 + years,"Fair to poor, Many need painting","Fair to poor, Many need painting",96%,95%,40%,40%,750-5000,*3750-6000,500-4500,(-)9,*3500-5500,(-)8,1939,500-4000,(-)10,*3500-5000 (*Nominal),(-)6,Good up to $2500 on 2nd hand,None,Stable in lower & downward in upper bracket,Downward,12 1/2 - 35,22 1/2 - 30 per unit,15-40,(+)16,"25-35 "" """,(+)14,1939,15-40,0,"25-35 "" """,0,Fair up to $30,Fair up to $30,Stable,Stable,0,,,"63 at $5,182",81,3,"16 at $2,331",137,None,9,"41.73, Effective Tax Rate for this area based on 55 sales $72.19","Advancing age is steadily forcing this area further downward and will continue to do so although it is not to be classed as distinctly ""hazardous"". Dwellings are set back slightly from somewhat narrow streets and there is small space between. They are of a rather unattractive vintage. There are factories which afford employment, the largest being that of Fashion Park as well as schools, churches and stores. Transportation is good and location convenient. Appeal is entirely to the laboring classes who cannot afford better.","Central Location, Rochester",High 4th,D-2,11/1/39
2389,"Rochester, New York",,,,Yes,Laborers & daily workers with incomes of $1000-2000. Many are on relief,40,Italian & Hebrew,10,None,100,,"Small & medium 1-family 1 - 2 1/2 stories, 4-7 rooms",,Frame,,50+ years,,Many need major repairs,,95%,,40%,,600-9500,,500-7500,(-)21,,,1939,500-6000,(-)19,,,Good up to $2000 on 2nd hand,,Stable in lower & downward in upper bracket,,10-30,,10-35,(+)13,,,1939,10-35,0,,,Fair up to $25,,Stable,,0,,,"30 at $4,959",81,3,"9 at $3,006",137,None,9,41.73,"This is almost the poorest section of the city with all the customary characteristics of an old central area though not to be classed as slum. The houses are not set back and either adjacent or built close together giving an air of congestion. Their appearance is quite dilapidated and quite unsightly. Joseph, Hudson and Clinton Avenues as well as North Street are business. There are scattered manufacturing plants throughout. There are complete city facilities and ample schools, churches and stores. Transportation is good and location is convenient. Indicated future is further downward. Appeal is solely to those who can afford no better.","Central Section, Rochester",4th,D-1,11/1/39
2390,"Rochester, New York",,,,Yes,"Labor, clerical and white collar with incomes of $1500-2500. A few on relief",15,"German, Pole & mixed foreign",0,Hebrews coming in,90,10,Medium and fair-sized 1-family 1 1/2 - 2 1/2 stories - 5-7 rooms,Normal sized 2-family 2 - 2 1/2 stories. 4-5 rooms per unit,Frame,Frame,30 years,30 years,Fair - may need paint,Fair - may need paint,99%,98%,55%,50%,1750-6000,*4500-9000,1500-5500,(-)10,*4000-8000,(-)11,1939,1500-5000,(-)7,*3500-7500 (*Nominal),(-)8,Good up to $3500 on 2nd hand,No demand,Stable in lower and down in upper bracket,Downward,17.50-40,25-35 per unit,20-45,(+)13,30-40 per unit,(+)17,1939,20-45,0,"30-40 "" """,0,Good up to $40,Good up to $40 per unit,Stable,Stable,0,,,39 at $5162,82,3,10 at $3145,55,Limited,9,"41.73, Effective Tax Rate for this area based on 23 sales $49.66","This flat area with treed streets suffers from age and infiltration of a less desirable element gradually moving up from the south. Dwellings are unattractive, set back a little from the street and, though detached, are on fairly narrow lots which gives an appearance of congestion. There seems to be little or no pride of ownership. The area is quite conveniently located and has good transportation. There are several large factories offering employment including Hickey Freeman, Keller Newman Thompson Co., Bastian Bros. and Wallensack Optical Company. All city facilities are present including also schools, churches and stores. North Clinton, Hudson and Joseph are mainly business. Future trent will probably be slowly downward.","Rochester, N.Y.",Low 3rd,C-10,11-1-39
2391,"Rochester, New York",,,,Yes,White collar and labor having incomes of $1500-3000,25,German and Hebrew,0,None,70,30,Small & fair sized 1-family 2 - 2 1/2 stories. 5-8 rooms,Normal 2-family 2 1/2 stories. 5-6 rms per unit,Frame,Frame,30 years,30 years,Fair to good,Fair to good,98%,97%,50%,45%,2750-6500,*6500-9000,2000-6000,(-)14,*6000-8000,(-)10,1939,1800-5500,(-)9,*5500-7500 (*Nominal),(-)7,Good up to $4500 on 2nd hand,No demand,Downward,,20-40,25-35 per unit,25-45,(+)17,"30-40 "" """,(+)17,1939,25-45,0,"30-40 "" """,0,Fair up to $40,Fair up to $35 per unit,Stable,Stable,0,,,15 at $7375,66,3,0,83,Limited,9,"41.73, Effective Tax Rate for this area based on 13 sales $63.43","Despite its age and the general unattractiveness of its dwellings, this neighborhood continues to appeal to the workers largely because of the several plants scattered throughout as well as to office workers because of its proximity and good transportation to the center of the city. Houses are set back slightly from shaded streets but lots are narrow giving a slight air of congestion. There are complete city facilities, churches and schools and stores on St. Paul Boulevard. This area should continue for some time to hold its own. Along Huntington and lower St. Paul are a number of large old homes having no present market value and on the last mentioned a few small apartments.","St. Paul Driving Park, Rochester",3rd,C-9,11-1-39
2392,"Rochester, New York",,Very slowly,,,White collar and labor with incomes of $1200-3000. A few on relief.,25,Italians and mixed foreign,0,Newcomers are of similar class,100,,"Small and moderate sized 1-fam. 1 - 2 1/2 stories, 3-7 rooms",,Frame,,25 years,,Fair to poor,,96%,,60%,,1750-5500,,1500-5000,(-)10,,,1939,1500-4500,(-)8,,,Fair up to $2500 on 2nd hand,,Stable in lower and down in upper bracket,,12.50-30,,15-35,(+)18,,,1939,15-35,0,,,Fair up to $25,,Stable,,0,,,37 at $5437,8,3,15 at $2480,7,Limited,9,"16.93 Iron. $41.73 Roch. Effective Tax Rate for all ""C"" areas in Irondequoit based on 18 sales of $18.12. For this area in Rochester based on 22 sales $51.33.","This non-homogeneous area is only about 10% improved with an intermingling of truck farms, shacks and small homes. On Portland Avenue and on Culver Road there are a few rather nice brick houses of modest size worth perhaps $6000 and not included above. However they are badly misplaced. With a tendency for the less desirable elements to press in this general direction there does not seem much future hope of a better type development, despite the fact that within the city limits there are all facilities. Schools and factories as well as small stores are scattered throughout. There are few trees and the terrain is flat and uninteresting. Transportation is only fair.",Irondequoit and Rochester,Low 3rd,C-8,11-1-39
2393,"Rochester, New York",,,,Yes,"Labor, white collar and clerical having incomes of $1500-3000. Some are on relief.",20,Italian & mixed foreign,0,Italians are gradually moving up from areas immediately south.,90,10,Moderate sized 1-family 2 1/2 stories 5-7 rooms,"Normal sized 2-family 2 1/2 stories, 5-6 rms per unit",Frame,Frame,30 years,30 years,Fair to good,Fair to good,97%,96%,50%,40%,2000-6000,*5000-7000,1800-5500,(-)9,*4500-6500,(-)8,1939,1800-5000,(-)7,*4000-6000 (*Nominal),(-)9,Good up to $4000 on 2nd hand,None,Downward,Downward,22.50-35,20-30 per unit,25-40,(+)13,"25-35 "" """,(+)20,1939,25-40,0,"25-35 "" """,0,Fair up to $35,Fair up to $30 per unit,Stable,Stable,0,,,40 at $5533,98,3,10 at $3450,55,Limited,9,41.73,"Despite its age this area still appeals to the better type of daily worker who seeks something a little above the average. It is quite homogeneous with dwellings set back slightly from shaded streets and fair sized lots which prevent overcrowding. Appearances are fair indicating some degree of pride. There are complete city facilities and churches, stores and schools. Transportation is likewise good with convenience of location fair. The land is flat. Static is the future indication. Only plant of any size is that of Ilex Optical.",North East Central Rochester,3rd,C-11,11-1-39
2394,"Rochester, New York",,,,Yes,Clerical & labor with incomes ranging from $1500-$3000,20,Italians,1,Added Italians are gradually coming in.,100,,"Small & fair sized 1-family 2 1/2 - 3 stories, 5-8 rooms",,Frame,,35 years,,"Fair to poor, Many need painting",,95%,,50%,,1250-7500,,1000-6500,(-)14,,,1939,1000-6000,(-)7,,,Fair up to $4500 on 2nd hand,,Downward,,22 1/2 - 55*,,25-65*,(+)16,,,1939,25-65* (*Very few in this class),0 ,,,Good up to $40,,Stable,,0,,,67 at $6290,49,3,2 at $4000,55,Limited ,9,"41.73, Effective Tax Rate for this area based on 32 sales $60.93","Some years ago this was a nice residential section but age and obsolescence has gradually set in. Older families have moved out and been replaced by Italian. It will no doubt continue to decline further as time goes on. Despite the variety in size of dwelling there is a marked similarity in that all are rather unsightly. Set back slightly from shaded and often narrow streets but on plots of fair size takes away any appearance of congestion. There are complete city facilities as well as schools, churches and stores. There are also certain manufacturing plants, particularly in the southern portion, which afford employment to the residents. Transportation is good and location not too bad.","North East Central, Rochester",3rd,C-14,11/1/39
2395,"Rochester, New York",,Slowly,,,Laborers & white-collar with incomes of from $1500-$4000,10,Italians,0,Newcomers are of similar type,95,5,"Small & fair-sized 1-family 2 - 2 1/2 stories, 5-8 rooms","Fair sized 2-family 2 1/2 stories, 5-6 rms. per unit",Frame,Frame,25 years,25 years,Fair,Fair,98%,97%,60%,50%,3000-7500,"*6000-10,000",2750-7000,(-)7,"*5500-9,000",(-)9,1939,2500-6500,(-)8,"*5000-8,000 (*Nominal)",(-)10,Good up to $5000 on 2nd hand,None,Downward,Downward,30-40,25-35 per unit,35-45,(+)14,"30-40 "" """,(+)17,1939,35-45,0,"30-40 "" """,0,Good up to $4-,Fair up to $35 per unit,Stable,Stable,12,1-family $4500-6000,Very slowly,65 at $6232,49,3,9 at $4117,69,Limited,9,"41.73, Effective Tax Rate for this area based on 37 sales $54.25","Despite its size this area is homogeneous in that its composition is an intermingling of small and large dwellings some of which are above and others below the general run of desirability. Elmcroft Road as a whole is definitely better than the rest. The one-family dwellings are fairly attractive but the doubles are rather unsightly. Both have been built back from the street and not too close together. All city facilities are present as well as schools, churches and neighborhood stores. There are a few factories which afford employment to the residents, the largest being Consolidated Machine Tool Corporation. Transportation is good but location only fairly convenient to the heart of the city. The area will probably not decline any further for some years.","North Winton, Rochester",High 3rd,C-17,11/1/39
2396,"Rochester, New York",,,,Yes,"White-collar, factory workers, etc. with incomes of $2000-$4000",3,Few Italians,0,None,95,5,"Medium sized 1-family, 2 1/2 stories 5-7 rooms","Medium sized 1-family, 2 1/2 stories 5-6 rooms per unit",Frame,Frame,25 years,25 years,Good,Good,98%,97%,60%,50%,3750-6500,*5500-7500,3500-6000,(-)7,*5000-6500,(-)12,1939,3000-5500,(-)11,*4500-6000 (*Nominal),(-)9,Poor up to $3500 on 2nd hand,No demand,Stable,Downward,30-40,27 1/2 - per unit,35-45,(+)14,"30-40 "" """,(+)12,1939,35-45,0,"30-40 "" """,0,Fair up to $40,Fair up to $35 per unit,Stable,Stable,1,1-family at $6000,Not selling,13 at $7294,98,3,1 at $6250,14,Limited,9,"16.93, Effective Tax Rate for all C areas in Irondequoit based on 18 sales $18.12","Despite its age this area continues to hold its own and will doubtlessly continue to do so largely because it is too far out to attract an undesirable element. The land, which is slightly rolling, is even today only about 60% improved being rather spottily developed in the eastern end. The houses are all fairly conventional, of nice architecture, set back slightly from quite wide streets and have fair-sized plottages. They evidence good pride of ownership. There are neighborhood stores, schools and churches as well as all city facilities. Transportation is not bad. A detrimental factor is the heavy special assessments on properties.",Irondequoit,High 3rd,C-15,11/1/39
2397,"Rochester, New York",,,,Yes,"White-collar & small business men with incomes of $4000-10,000",10,Mixed,0,None,100,,"Large 1-family 2 1/2-3 stories, many rooms",,"Frame, brick & stucco",,25 years,,Excellent,,98%,,70%,,"8250-17,500*",,"7500-15,000*",(-)13,,,1939,"6500-12,500* (*Nominal)",(-)16,,,"Poor up to $8,500 on 2nd hand",,Downward,,50-80,,60-100,(+)23,,,1939,60-100,0,,,Fair up to $75,,Stable,,0,,,"3 at $12,132",65,3,0,7,Ample,9,"41.73, Effective Tax Rate for all ""B"" areas in ROchester based on 85 sales $54.25","This comparatively small neighborhood rather closely resembles some sort of club property for the streets are beautifully landscaped and maintained. The homes are all large as are the lots and both evidence excellent pride of ownership. Unfortunately, because of size and age, they have relatively little second hand values and a very thin market. The neighborhood has all city facilities and a school. Stores and churches are not far off. The transportation is poor. Bonded assessments are high. Original buyers were largely speculators in the markets of the late 20's who bought over their heads and as a result foreclosures were heavy. Resale value has been limited because general class of occupant is not quite up t the standard of the house.","Brownscroft, Rochester",Low 2nd,B-8,11/1/39
2398,"Rochester, New York",,Slowly,,,"Foremen, skilled mechanics & white-collar. Incomes $2500-5000",0,,0,Newcomers are of same type,100,,"Small & fair-sized 1-fam 1 1/2 - 3 stories, 4-10 rooms",,Frame - few brick,,20 years,,Fair to gold,,98%,,70%,,"3000-17,500*",,"2750-15,000*",(-)13,,,1939,"2500-12,500* (*Nominal)",,,,Poor up to $4500 on 2nd hand,,Stable in lower & downward in upper bracket,,35-60,,40-65,(+)11,,,1939,40-65,0,,,Good up to $50,,Stable,,40,1-family at $5000-$7000,Rapidly,6 at $6539,8,3,0,14,Ample,9,"13.07, Effective Tax Rate for all C areas in Brighton based on 5 sales $16.08","The land is high and gently rolling. The eastern edge ends abruptly in a steep bank descending to a beautiful park. Despite the inconvenience of its location, its natural attractiveness lends itself to excellent development. One developer tried this in a grandiose manner. He chose the entire northwest corner, laid out fine wide and winding streets but built only about 15 large and fine houses before the whole proposition blow up. This year there have been two small developments (one on Landing Road, the other on Blossom Road) of very attractive modest sized homes. The balance of the area is spotted unfortunately with unattractive and rather old houses. All told, not more than 10% of the land is improved with an indicated future of eventually becoming a first grade area. There are all city facilities and schools. Neighborhood stores are nearby. There are no churches and special assessments are high. Transportation is only fair.","Browncroft Extension, Brighton",High 3rd,C-19,11/1/39
